<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/def/common/unit>,<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/def/grib2/parameter>,<http://metarelate.net/vocabulary/index.html#identifier>,@id,@notation,@status,dct:description,dct:references,rdf:type,rdfs:label,skos:prefLabel
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,255,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-255>,0-4-255,stable,'Missing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,3,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-3>,0-4-3,stable,'Global radiation flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Global radiation flux'@en,'Global radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,4,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-4>,0-4-4,stable,'Brightness temperature'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Brightness temperature'@en,'Brightness temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-1_sr-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,5,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-5>,0-4-5,stable,'Radiance (with respect to wave number)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Radiance (with respect to wave number)'@en,'Radiance (with respect to wave number)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,50,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-50>,0-4-50,stable,'UV index (under clear sky)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'UV index (under clear sky)'@en,'UV index (under clear sky)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,51,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-51>,0-4-51,stable,'UV index'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'UV index'@en,'UV index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-3_sr-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,6,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-6>,0-4-6,stable,'Radiance (with respect to wave length)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Radiance (with respect to wave length)'@en,'Radiance (with respect to wave length)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,7,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-7>,0-4-7,stable,'Downward short-wave radiation flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Downward short-wave radiation flux'@en,'Downward short-wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,8,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-8>,0-4-8,stable,'Upward short-wave radiation flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Upward short-wave radiation flux'@en,'Upward short-wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-4>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,9,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-4-9>,0-4-9,stable,'Net short wave radiation flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Net short wave radiation flux'@en,'Net short wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,0,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-0>,0-5-0,stable,'Net long-wave radiation flux (surface)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Net long-wave radiation flux (surface)'@en,'Net long-wave radiation flux (surface)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,1,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-1>,0-5-1,stable,'Net long-wave radiation flux (top of atmosphere)'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Net long-wave radiation flux (top of atmosphere)'@en,'Net long-wave radiation flux (top of atmosphere)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,2,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-2>,0-5-2,stable,'Long-wave radiation flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Long-wave radiation flux'@en,'Long-wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,255,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-255>,0-5-255,stable,'Missing'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,3,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-3>,0-5-3,stable,'Downward long-wave radiation flux'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Downward long-wave radiation flux'@en,'Downward long-wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,4,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-4>,0-5-4,stable,'Upward long-wave radiation flux'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Upward long-wave radiation flux'@en,'Upward long-wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,5,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-5>,0-5-5,stable,'Net long-wave radiation flux'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Net long-wave radiation flux'@en,'Net long-wave radiation flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-5>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,6,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-5-6>,0-5-6,stable,"'Net long-wave radiation flux, clear sky'@en","",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,"'Net long-wave radiation flux, clear sky'@en","'Net long-wave radiation flux, clear sky'@en"
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,0,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-0>,0-6-0,stable,'Cloud ice'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Cloud ice'@en,'Cloud ice'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,1,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-1>,0-6-1,stable,'Total cloud cover'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Total cloud cover'@en,'Total cloud cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.204)>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,10,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-10>,0-6-10,stable,'Thunderstorm coverage'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Thunderstorm coverage'@en,'Thunderstorm coverage'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,11,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-11>,0-6-11,stable,'Cloud base'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Cloud base'@en,'Cloud base'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,12,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-12>,0-6-12,stable,'Cloud top'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Cloud top'@en,'Cloud top'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,13,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-13>,0-6-13,stable,'Ceiling'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Ceiling'@en,'Ceiling'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,14,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-14>,0-6-14,stable,'Non-convective cloud cover'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Non-convective cloud cover'@en,'Non-convective cloud cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/J_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,15,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-15>,0-6-15,stable,'Cloud work function'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Cloud work function'@en,'Cloud work function'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,16,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-16>,0-6-16,stable,'Convective cloud efficiency'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Convective cloud efficiency'@en,'Convective cloud efficiency'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,17,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-17>,0-6-17,stable,'Total condensate'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Total condensate'@en,'Total condensate'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,18,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-18>,0-6-18,stable,'Total column-integrated cloud water'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Total column-integrated cloud water'@en,'Total column-integrated cloud water'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,19,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-19>,0-6-19,stable,'Total column-integrated cloud ice'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Total column-integrated cloud ice'@en,'Total column-integrated cloud ice'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,2,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-2>,0-6-2,stable,'Convective cloud cover'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Convective cloud cover'@en,'Convective cloud cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,20,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-20>,0-6-20,stable,'Total column-integrated condensate'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Total column-integrated condensate'@en,'Total column-integrated condensate'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,21,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-21>,0-6-21,stable,'Ice fraction of total condensate'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Ice fraction of total condensate'@en,'Ice fraction of total condensate'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,22,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-22>,0-6-22,stable,'Cloud cover'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Cloud cover'@en,'Cloud cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_kg-1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,23,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-23>,0-6-23,stable,'Cloud ice mixing ratio'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Cloud ice mixing ratio'@en,'Cloud ice mixing ratio'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,24,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-24>,0-6-24,stable,'Sunshine'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Sunshine'@en,'Sunshine'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/0-6>,<http://codes.wmo.int/grib2/codeflag/0.0/0>,25,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/0-6-25>,0-6-25,stable,'Horizontal extent of cumulonimbus (CB)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Horizontal extent of cumulonimbus (CB)'@en,'Horizontal extent of cumulonimbus (CB)'@en
